meter_id,reading_timestamp,reading_value_kwh,reading_quality,meter_type,region_code,data_source
MTR-000000,2026-01-01 13:00:00,2.889,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-01 13:30:00,3.3597,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-01 14:00:00,2.8177,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-01 14:30:00,3.7189,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-01 15:00:00,3.9649,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-01 15:30:00,3.8716,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-01 16:00:00,3.5085,ESTIMATED,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-01 16:30:00,4.087,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-01 17:00:00,4.7639,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-01 17:30:00,5.7999,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-01 18:00:00,4.2033,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-01 18:30:00,6.0666,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-01 19:00:00,4.8204,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-01 19:30:00,5.9663,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-01 20:00:00,4.9836,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-01 20:30:00,5.6084,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-01 21:00:00,2.7203,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-01 21:30:00,3.3109,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-01 22:00:00,2.5913,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-01 22:30:00,3.2348,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-01 23:00:00,2.6131,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-01 23:30:00,2.9911,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 00:00:00,1.27,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 00:30:00,1.37,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 01:00:00,1.0481,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 01:30:00,1.3027,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 02:00:00,1.2341,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 02:30:00,1.3442,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 03:00:00,1.2737,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 03:30:00,1.1449,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 04:00:00,1.3605,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 04:30:00,1.3695,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 05:00:00,1.1203,ESTIMATED,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 05:30:00,1.2396,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 06:00:00,0.9704,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 06:30:00,1.32,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 07:00:00,5.1363,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 07:30:00,4.0673,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 08:00:00,3.8407,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 08:30:00,4.7971,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 09:00:00,3.9003,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 09:30:00,3.6829,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 10:00:00,3.427,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 10:30:00,3.1385,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 11:00:00,3.5236,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 11:30:00,3.5855,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 12:00:00,3.0939,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 12:30:00,3.1423,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 13:00:00,2.9144,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 13:30:00,3.5127,MISSING,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 14:00:00,3.9873,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 14:30:00,2.9541,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 15:00:00,3.7028,MISSING,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 15:30:00,4.0008,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 16:00:00,3.4591,ESTIMATED,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 16:30:00,3.9711,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 17:00:00,4.8738,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 17:30:00,4.8565,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 18:00:00,5.7596,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 18:30:00,5.3748,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 19:00:00,4.9478,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 19:30:00,4.9386,MISSING,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 20:00:00,4.683,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 20:30:00,4.5045,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 21:00:00,3.1435,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 21:30:00,3.2777,MISSING,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 22:00:00,3.0084,ESTIMATED,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 22:30:00,3.0513,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 23:00:00,2.403,ESTIMATED,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-02 23:30:00,2.7505,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 00:00:00,1.0629,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 00:30:00,1.236,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 01:00:00,1.0034,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 01:30:00,1.3778,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 02:00:00,0.9533,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 02:30:00,0.9908,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 03:00:00,1.0967,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 03:30:00,0.9772,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 04:00:00,1.1739,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 04:30:00,1.18,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 05:00:00,1.0715,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 05:30:00,1.1043,MISSING,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 06:00:00,1.379,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 06:30:00,0.9435,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 07:00:00,3.6863,ESTIMATED,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 07:30:00,4.0696,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 08:00:00,5.1337,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 08:30:00,3.7653,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 09:00:00,4.5439,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 09:30:00,4.5029,SUSPECT,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 10:00:00,2.9387,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 10:30:00,3.5284,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 11:00:00,3.7718,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 11:30:00,3.1519,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 12:00:00,3.7333,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 12:30:00,3.0332,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 13:00:00,4.0371,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 13:30:00,3.5128,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 14:00:00,3.8728,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 14:30:00,3.5248,SUSPECT,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 15:00:00,3.7656,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 15:30:00,3.1315,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 16:00:00,3.3722,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 16:30:00,2.9857,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 17:00:00,5.5589,SUSPECT,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 17:30:00,4.8199,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 18:00:00,6.004,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 18:30:00,4.3566,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 19:00:00,5.2744,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 19:30:00,5.5036,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 20:00:00,4.687,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 20:30:00,4.8096,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 21:00:00,3.1281,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 21:30:00,3.118,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 22:00:00,2.77,SUSPECT,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 22:30:00,2.3783,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 23:00:00,3.1824,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-03 23:30:00,2.8286,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 00:00:00,1.2627,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 00:30:00,1.2127,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 01:00:00,0.921,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 01:30:00,1.1568,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 02:00:00,1.0123,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 02:30:00,1.1391,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 03:00:00,1.2583,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 03:30:00,1.0987,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 04:00:00,1.123,SUSPECT,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 04:30:00,1.1322,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 05:00:00,0.9445,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 05:30:00,1.3276,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 06:00:00,1.019,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 06:30:00,1.1929,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 07:00:00,4.4488,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 07:30:00,4.4155,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 08:00:00,4.473,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 08:30:00,4.236,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 09:00:00,3.6309,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 09:30:00,4.6342,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 10:00:00,3.2849,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 10:30:00,3.7854,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 11:00:00,2.9633,ESTIMATED,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 11:30:00,4.0637,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 12:00:00,4.0632,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 12:30:00,3.0498,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 13:00:00,2.9308,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 13:30:00,4.0841,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 14:00:00,3.8455,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 14:30:00,2.7925,ESTIMATED,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 15:00:00,2.9562,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 15:30:00,3.0995,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 16:00:00,4.0591,ESTIMATED,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 16:30:00,3.7355,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 17:00:00,5.5106,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 17:30:00,5.7028,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 18:00:00,5.8787,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 18:30:00,6.0052,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 19:00:00,4.5787,ESTIMATED,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 19:30:00,5.8545,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 20:00:00,5.7656,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 20:30:00,5.6265,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 21:00:00,2.743,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 21:30:00,2.992,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 22:00:00,3.238,ESTIMATED,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 22:30:00,2.6136,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 23:00:00,3.113,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-04 23:30:00,3.164,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 00:00:00,1.3602,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 00:30:00,1.0279,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 01:00:00,0.9858,MISSING,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 01:30:00,1.0789,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 02:00:00,1.2508,ESTIMATED,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 02:30:00,1.0248,ESTIMATED,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 03:00:00,0.9588,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 03:30:00,1.2058,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 04:00:00,0.9689,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 04:30:00,1.1457,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 05:00:00,1.2911,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 05:30:00,1.2758,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 06:00:00,0.9315,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 06:30:00,1.1706,ESTIMATED,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 07:00:00,4.1165,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 07:30:00,5.1192,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 08:00:00,3.5023,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 08:30:00,3.7679,MISSING,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 09:00:00,4.4478,ESTIMATED,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 09:30:00,4.9614,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 10:00:00,3.8163,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 10:30:00,3.8458,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 11:00:00,2.8618,ESTIMATED,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 11:30:00,3.9615,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 12:00:00,3.6648,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 12:30:00,3.8974,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 13:00:00,3.2441,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 13:30:00,3.0595,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 14:00:00,3.8346,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 14:30:00,3.9479,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 15:00:00,3.3349,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 15:30:00,3.8217,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 16:00:00,3.4765,MISSING,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 16:30:00,2.9795,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 17:00:00,5.4636,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 17:30:00,4.6763,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 18:00:00,5.4858,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 18:30:00,5.4774,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 19:00:00,6.1104,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 19:30:00,4.5618,ESTIMATED,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 20:00:00,5.6827,SUSPECT,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 20:30:00,5.5539,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 21:00:00,2.8506,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 21:30:00,2.9196,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 22:00:00,2.6076,ESTIMATED,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 22:30:00,2.4423,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 23:00:00,3.017,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-05 23:30:00,2.641,ESTIMATED,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-06 00:00:00,1.282,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-06 00:30:00,1.2394,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-06 01:00:00,1.2009,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-06 01:30:00,1.2016,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-06 02:00:00,1.2541,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-06 02:30:00,0.9916,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-06 03:00:00,0.9349,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-06 03:30:00,1.3655,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-06 04:00:00,0.9355,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-06 04:30:00,1.1055,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-06 05:00:00,1.0431,ESTIMATED,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-06 05:30:00,1.0263,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-06 06:00:00,1.2959,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-06 06:30:00,1.1263,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-06 07:00:00,4.9634,VALID,SMART_ELEC,NORTH,UTILITICS_METERING
MTR-000000,2026-01-06 07:30:00,4.2348,ESTIMATED,SMART_ELEC,NORTH,UTILITICS_METERING
